record_id,left,hit,right
row_7962,"Urijah the priest, according to all that                     ",king,Ahaz commanded.
row_7963,And                                                          ,king,Ahaz cut off the borders of the
row_7964,"had built in the house, and the                              ",king’s,"entry without, turned he from the house"
row_7964,the house of the LORD for the                                ,king,of Assyria.
row_7965,the book of the chronicles of the                            ,kings,of Judah? 16:20 And Ahaz slept with
row_7966,In the twelfth year of Ahaz                                  ,king,of Judah began Hoshea the son of
row_7967,"of the LORD, but not as the                                  ",kings,of Israel that were before him.
row_7968,Against him came up Shalmaneser                              ,king,"of Assyria; and Hoshea became his servant,"
row_7969,And the                                                      ,king,of Assyria found conspiracy in Hoshea: for
row_7969,for he had sent messengers to So                             ,king,"of Egypt, and brought no present to"
row_7969,"Egypt, and brought no present to the                         ",king,"of Assyria, as he had done year"
row_7969,had done year by year: therefore the                         ,king,"of Assyria shut him up, and bound"
row_7970,Then the                                                     ,king,of Assyria came up throughout all the
row_7971,In the ninth year of Hoshea the                              ,king,"of Assyria took Samaria, and carried Israel"
row_7972,"Egypt, from under the hand of Pharaoh                        ",king,"of Egypt, and had feared other gods,"
row_7972,"the children of Israel, and of the                           ",kings,"of Israel, which they had made."
row_7983,they made Jeroboam the son of Nebat                          ,king:,and Jeroboam drave Israel from following the
row_7985,And the                                                      ,king,"of Assyria brought men from Babylon, and"
row_7987,Wherefore they spake to the                                  ,king,"of Assyria, saying, The nations which thou"
row_7988,Then the                                                     ,king,"of Assyria commanded, saying, Carry thither one"
row_8000,third year of Hoshea son of Elah                             ,king,"of Israel, that Hezekiah the son of"
row_8000,"Israel, that Hezekiah the son of Ahaz                        ",king,of Judah began to reign.
row_8004,was none like him among all the                              ,kings,"of Judah, nor any that were before"
